time,rho,temperature,power,Tran,Shim1,Shim2,Reg
2.6499999999999986,-527.9678412158507,20.000000000000185,2.7596867626108993e-06,12.0,372.0,192.0,180.0
2.6999999999999984,-525.9113721220496,20.00000000000019,2.7695077083439487e-06,24.0,372.0,192.0,180.0
2.7499999999999982,-523.6689910951889,20.000000000000192,2.7802325619406e-06,36.0,372.0,192.0,180.0
2.799999999999998,-521.2368056962766,20.000000000000195,2.791897854434207e-06,48.0,372.0,192.0,180.0
2.849999999999998,-518.6115983028493,20.0000000000002,2.8045421137622066e-06,60.0,372.0,192.0,180.0
2.8999999999999977,-515.7908375486702,20.000000000000203,2.81820351175405e-06,72.0,372.0,192.0,180.0
2.9499999999999975,-512.7726873235634,20.000000000000206,2.83291986049508e-06,84.0,372.0,192.0,180.0
2.9999999999999973,-509.556013301385,20.00000000000021,2.848728648024338e-06,96.0,372.0,192.0,180.0
3.049999999999997,-506.1403869729226,20.000000000000213,2.8656670687434056e-06,108.0,372.0,192.0,180.0
3.099999999999997,-502.52608716938636,20.000000000000217,2.8837720464937523e-06,120.0,372.0,192.0,180.0
3.149999999999997,-498.7140990710721,20.00000000000022,2.903080249045452e-06,132.0,372.0,192.0,180.0
3.1999999999999966,-494.70611070472404,20.000000000000224,2.923628092729198e-06,144.0,372.0,192.0,180.0
3.2499999999999964,-484.103416779872,20.000000000000227,2.977174504538566e-06,156.0,384.0,192.0,180.0
3.2999999999999963,-473.2594207845323,20.00000000000023,3.0347200461566948e-06,168.0,396.0,192.0,180.0
3.349999999999996,-462.188474718456,20.000000000000234,3.095884010092227e-06,180.0,408.0,192.0,180.0
3.399999999999996,-446.99380724844644,20.000000000000238,3.1830552597239198e-06,192.0,420.0,204.0,180.0
3.4499999999999957,-431.4751430677437,20.00000000000024,3.277860606234784e-06,204.0,432.0,216.0,180.0
3.4999999999999956,-415.6532294502186,20.000000000000245,3.3806111158422536e-06,216.0,444.0,228.0,180.0
3.5499999999999954,-399.54982533660706,20.00000000000025,3.492101905994565e-06,228.0,456.0,240.0,180.0
3.599999999999995,-383.18762873788717,20.000000000000252,3.613249101943845e-06,240.0,468.0,252.0,180.0
3.649999999999995,-362.4913831369342,20.000000000000256,3.7775738455527715e-06,252.0,480.0,264.0,192.0
3.699999999999995,-347.18759514634866,20.00000000000026,3.9118909866800225e-06,252.0,492.0,276.0,204.0
3.7499999999999947,-338.13315133163917,20.000000000000263,3.998513136320938e-06,252.0,492.0,288.0,216.0
3.7999999999999945,-333.6672756045275,20.000000000000266,4.0452973028436505e-06,252.0,492.0,288.0,228.0
3.8499999999999943,-329.08398553489167,20.00000000000027,4.093030916517915e-06,252.0,492.0,288.0,240.0
3.899999999999994,-318.6581858291013,20.000000000000274,4.1982195380212404e-06,264.0,492.0,288.0,252.0
3.949999999999994,-307.9863912057301,20.000000000000277,4.313066399782606e-06,276.0,492.0,288.0,264.0
3.999999999999994,-290.6577152718222,20.00000000000028,4.508117126251229e-06,288.0,504.0,288.0,276.0
