time,rho,temperature,power,Tran,Shim1,Shim2,Reg
0.05,-749.7579775378337,20,2.151560992236559e-07,0,0,0,0
0.1,-749.7579775368752,20.0,2.1165775383640645e-07,0,0,0,0
0.15000000000000002,-749.7579775368733,20.0,2.083552184654137e-07,0,0,0,0
0.2,-749.7579775368716,20.0,2.0522964048375403e-07,0,0,0,0
0.25,-749.7579775368699,20.0,2.0226435087583153e-07,0,0,0,0
0.3,-749.7579775368683,20.0,1.994445931660161e-07,0,0,0,0
0.35,-749.7579775368669,20.0,1.9675728696638195e-07,0,0,0,0
0.39999999999999997,-749.7579775368655,20.0,1.941908216699574e-07,0,0,0,0
0.44999999999999996,-747.8828669594939,20.0,1.9215384394561927e-07,12.0,0,0,0
0.49999999999999994,-743.6910560046002,20.0,1.907265710858129e-07,24.0,0,0,12.0
0.5499999999999999,-737.5399547130719,20.0,1.898189185965672e-07,36.0,12.0,0,24.0
0.6,-730.9031032194857,20.0,1.8909734856266843e-07,48.0,24.0,0,36.0
0.65,-723.7711273720291,20.0,1.8856046876462868e-07,60.0,36.0,0,48.0
0.7000000000000001,-716.1361571521284,20.0,1.8820785216318112e-07,72.0,48.0,0,60.0
0.7500000000000001,-707.9918519804121,20.0,1.8804000858122417e-07,84.0,60.0,0,72.0
0.8000000000000002,-699.3334211279713,20.0,1.880583703755052e-07,96.0,72.0,0,84.0
0.8500000000000002,-688.5196184241964,20.0,1.8865137002604307e-07,108.0,84.0,12.0,96.0
0.9000000000000002,-677.0497623076817,20.0,1.8948278173286323e-07,120.0,96.0,24.0,108.0
0.9500000000000003,-672.0522166447327,20.0,1.8882517839355897e-07,120.0,108.0,36.0,108.0
1.0000000000000002,-666.7236134261597,20.0,1.8829389189628308e-07,120.0,120.0,48.0,108.0
1.0500000000000003,-661.0620887466956,20.0,1.8788826757843172e-07,120.0,132.0,60.0,108.0
1.1000000000000003,-655.0668456908974,20.0,1.8760797518279705e-07,120.0,144.0,72.0,108.0
1.1500000000000004,-648.738156560768,20.0,1.8745299258782207e-07,120.0,156.0,84.0,108.0
1.2000000000000004,-646.0989021622016,20.0,1.864270352153922e-07,120.0,156.0,96.0,108.0
1.2500000000000004,-646.0989021622012,20.0,1.8478790426010116e-07,120.0,156.0,96.0,108.0
1.3000000000000005,-646.0989021622003,20.0,1.8318627805193078e-07,120.0,156.0,96.0,108.0
1.3500000000000005,-635.4791920851033,20.0,1.842068315743183e-07,132.0,168.0,108.0,108.0
1.4000000000000006,-621.0149810760424,20.0,1.8627196598388355e-07,144.0,180.0,120.0,120.0
1.4500000000000006,-605.8991641762813,20.0,1.8863426003135304e-07,156.0,192.0,132.0,132.0
1.5000000000000007,-590.1404725884372,20.0,1.9131580440424274e-07,168.0,204.0,144.0,144.0
1.5500000000000007,-573.7495882543976,20.0,1.9434197430620415e-07,180.0,216.0,156.0,156.0
1.6000000000000008,-556.7391093053644,20.0,1.977419698645656e-07,192.0,228.0,168.0,168.0
1.6500000000000008,-539.1235094633871,20.0,2.0154947284405422e-07,204.0,240.0,180.0,180.0
1.7000000000000008,-520.9190915280137,20.0,2.0580344913185632e-07,216.0,252.0,192.0,192.0
1.7500000000000009,-502.1439351008749,20.0,2.1054913542781964e-07,228.0,264.0,204.0,204.0
1.800000000000001,-482.8178387196771,20.0,2.1583926070689616e-07,240.0,276.0,216.0,216.0
1.850000000000001,-462.96225659118426,20.0,2.2173556961373434e-07,252.0,288.0,228.0,228.0
1.900000000000001,-442.60023013022925,20.0,2.2831073790290232e-07,264.0,300.0,240.0,240.0
1.950000000000001,-421.75631452858295,20.0,2.3565080218358658e-07,276.0,312.0,252.0,252.0
2.000000000000001,-400.4565005935332,20.0,2.438582718445189e-07,288.0,324.0,264.0,264.0
2.0500000000000007,-378.7281321112766,20.0,2.5305615669946625e-07,300.0,336.0,276.0,276.0
2.1000000000000005,-356.59981900461116,20.0,2.6339323989064914e-07,312.0,348.0,288.0,288.0
2.1500000000000004,-334.10134656792206,20.0,2.7505106831346696e-07,324.0,360.0,300.0,300.0
2.2,-311.26358107500874,20.0,2.8825334897447294e-07,336.0,372.0,312.0,312.0
2.25,-311.26358107501574,20.0,2.866252691951681e-07,336.0,372.0,312.0,312.0
2.3,-311.2635810750149,20.0,2.850085041424587e-07,336.0,372.0,312.0,312.0
2.3499999999999996,-311.26358107501403,20.0,2.834038134936914e-07,336.0,372.0,312.0,312.0
2.3999999999999995,-311.2635810750132,20.0,2.818118198141819e-07,336.0,372.0,312.0,312.0
2.4499999999999993,-311.2635810750123,20.0,2.802330274357281e-07,336.0,372.0,312.0,312.0
2.499999999999999,-311.2635810750115,20.0,2.786678388400841e-07,336.0,372.0,312.0,312.0
